,0,1,2,3,4,5,6
43,互联网/AI,后端开发,C/C++,资深工具开发工程师 -《暗黑破坏神.不朽》,广州·天河区·小新塘,网易游戏,"SVN,Python,Lua,SQL,客户端开发,游戏开发"
44,互联网/AI,后端开发,C/C++,C++开发工程师,广州·黄埔区·科学城,省事熊,"Lua,Socket技术,Windows,逆向开发,客户端开发,高级软件工程师,Linux"
45,互联网/AI,后端开发,C/C++,Freeswitch开发工程师,广州·越秀区·黄花岗,中科股份,"Linux,C/C++,SIP"
46,互联网/AI,后端开发,C/C++,c++（安防行业）,广州·天河区·五山,广东履安实业有限公司,"C++,C++服务端开发经验,Qt项目开发经验,音视频相关开发经验,C++,QT,Oracle,OpenGL,音视频经验,安防,监控,音视频"
47,互联网/AI,后端开发,C/C++,C++开发工程师,广州·黄埔区·中心城,多益网络,"C++,C语言,Python"
48,互联网/AI,后端开发,C/C++,c++研发工程师,广州·天河区·天河北,中望软件,"C++,OpenGL,图形开发经验"
49,互联网/AI,后端开发,C/C++,仪表应用开发（QNX/Linux)-QT,广州·花都区·炭步,法本,"C++,QT"
50,互联网/AI,后端开发,C/C++,MES资深工程师,广州·南沙区·万顷沙镇,芯粤能,"Shell,Linux,C#,C++,MES,半导体,先进制造,智能制造"
51,互联网/AI,后端开发,C/C++,广告在线引擎资深研发工程师 （广告召回）,广州·番禺区·南村,YY百果园,C++
52,互联网/AI,后端开发,C/C++,游戏服务端开发工程师,广州·天河区·岗顶,霹雳火,"C#,C++,C,MySQL,lua"
53,互联网/AI,后端开发,C/C++,QT软件工程师,广州·番禺区·市桥,印科标识,"C++,C,QT,Linux开发/部署经验,嵌入式软件经验,上位机开发经验"
54,互联网/AI,后端开发,C/C++,高级/资深服务端开发工程师,广州·天河区·珠江新城,FunPlus,"Golang,游戏后端经验,服务器端开发,小游戏"
55,互联网/AI,后端开发,C/C++,C++开发工程师,广州·天河区·小新塘,瀚世,"C++,QT,MFC,音视频经验"
56,互联网/AI,后端开发,C/C++,应用软件开发工程师,广州·花都区·花山,安睿信科技,"C++,QT,桌面开发经验"
57,互联网/AI,后端开发,C/C++,C++开发（可应届生）,广州·天河区·车陂,华彩云通,"C++,C语言,计算机相关专业,C++服务端开发经验,大数据项目开发经验,代码分析,代码编写"
58,互联网/AI,后端开发,C/C++,C语言高级开发工程师/专家,广州·番禺区·石楼,天翼云,"C,C++,Golang,架构设计经验,Linux开发/部署经验,分布式经验"
59,互联网/AI,后端开发,C/C++,C++,广州·天河区·天河公园,汇娱信息科技有限公司,"C/C++,后端开发,游戏服务端"
60,互联网/AI,后端开发,PHP,PHP,广州·花都区·狮岭,琦亚智能会展,"PHP,计算机相关专业,PHP开发经验,服务端开发经验"
61,互联网/AI,后端开发,PHP,PHP 开发工程师,广州·越秀区·登峰,非越国际物流,"SQL,MySQL,架构师"
62,互联网/AI,后端开发,PHP,php开发工程师,广州·黄埔区·鱼珠,哇嘎互娱,PHP
63,互联网/AI,后端开发,PHP,高级PHP研发工程师,广州·荔湾区·芳村,未来一手网络科技...,"PHP,Laravel/Yii/ThinkPHP,Python,PHP开发经验,计算机相关专业"
64,互联网/AI,后端开发,PHP,php程序开发,广州·番禺区·市桥,振易科技,"PHP,Laravel/Yii/ThinkPHP,MySQL/Redis/MongoDB,PHP开发经验,大数据项目开发经验,架构设计经验"
65,互联网/AI,后端开发,PHP,PHP开发工程师,广州·天河区·车陂,广州欢乐互娱科技,"Redis,APP后台开发,MySQL,ThinkPHP,Laravel,Yii,CodeIgniter,php"
66,互联网/AI,后端开发,PHP,php开发工程师,广州·天河区·石牌,广州市启倬信息科技,"PHP,Laravel/Yii/ThinkPHP,JavaScript,计算机相关专业,PHP开发经验"
67,互联网/AI,后端开发,PHP,PHP开发工程师,广州·天河区·龙口,乐无边教育,"数据结构,架构师,后端开发,Yii,NoSQL"
68,互联网/AI,后端开发,PHP,PHP,广州·天河区·车陂,捷工科技,
69,互联网/AI,后端开发,PHP,中级php开发 (MJ000203),广州·海珠区·官洲,3K游戏,"PHP,PHP开发经验,服务端开发经验"
70,互联网/AI,后端开发,PHP,PHP开发工程（数据平台/游戏公司）,广州·天河区·棠下,诗悦网络,"PHP,PHP开发经验"
71,互联网/AI,后端开发,PHP,PHP开发实习生,广州·越秀区·北京路,广州市互动视界网络,"Laravel/Yii/ThinkPHP,PHP开发经验,PHP,国内院校优先,MySQL/Redis/MongoDB"
72,互联网/AI,后端开发,PHP,PHP开发工程师,广州·海珠区·琶洲,鑫浪科技,"PHP,微擎,tp3.2,tp5"
73,互联网/AI,后端开发,PHP,php开发工程师,广州·天河区·车陂,精灵计算机,"LNMP/LAMP,Laravel/Yii/ThinkPHP,MySQL/Redis/MongoDB,计算机相关专业,PHP开发经验,服务端开发经验,golang,php"
74,互联网/AI,后端开发,PHP,php 程序员 网站开发,广州·黄埔区·中心城,广州联享网站建设公司,"PHP,PHP开发经验"
75,互联网/AI,后端开发,PHP,PHP,广州·天河区·棠下,凯易通,"PHP,小程序,后端开发,小程序开发,MySQL,ERP,物联网"
76,互联网/AI,后端开发,PHP,php工程师,广州·番禺区·南村,鼎诚,"PHP,Laravel/Yii/ThinkPHP,JavaScript"
77,互联网/AI,后端开发,PHP,PHP程序员兼职,广州·白云区·白云大道,贺翔科技,"PHP,Laravel/Yii/ThinkPHP,PHP开发经验"
78,互联网/AI,后端开发,PHP,php中级开发工程师,广州·天河区·岗顶,天雄,"Laravel/Yii/ThinkPHP,MySQL/Redis/MongoDB,Java,可兼职"
79,互联网/AI,后端开发,PHP,PHP开发工程师,广州·番禺区·南村,博彦科技,"Laravel/Yii/ThinkPHP,ThinkPHP,OOP,PHP开发经验,PHP,Redis,Laravel,SQL,Memcached"
80,互联网/AI,后端开发,PHP,PHP研发工程师,广州,欧港师傅,"团队管理经验,全栈开发,PHP开发经验,JavaScript,SaaS,PHP,HTML,Node.js,计算机相关专业,MySQL/Redis/MongoDB,小程序,后端开发"
81,互联网/AI,后端开发,PHP,php工程师,广州·增城区·荔城,亿新,"PHP,Laravel/Yii/ThinkPHP,PHP开发经验,hyperf框架"
82,互联网/AI,后端开发,PHP,游戏PHP开发工程师（双休+氛围好）,广州·番禺区·长隆,游龙,"PHP,PHP开发经验"
83,互联网/AI,后端开发,PHP,高级php开发工程师,广州·花都区·狮岭,用心教育,"PHP,Laravel/Yii/ThinkPHP,JavaScript,PHP开发经验,大数据项目开发经验"
84,互联网/AI,后端开发,PHP,PHP,广州·花都区·花都广场,稚宇技术,"服务端开发经验,PHP开发经验,PHP"
85,互联网/AI,后端开发,PHP,php工程师,广州·白云区·京溪,型科科技,"MVC开发,中级软件工程师,后端开发,小程序,ThinkPHP,MySQL,Memcached,Redis"
86,互联网/AI,后端开发,PHP,高级PHP开发工程师,广州·天河区·棠下,松果倾诉APP,"PHP,PHP开发经验"
87,互联网/AI,后端开发,PHP,开发工程师,广州·天河区·石牌,汗青数据,"Java,PHP开发经验,PHP"
88,互联网/AI,后端开发,PHP,php后端开发,广州·白云区·白云大道,广州宇瓴,"PHP,PHP开发经验,计算机相关专业,英语读写能力良好"
89,互联网/AI,后端开发,PHP,中级php开发工程师,广州·天河区·体育中心,人人租,"PHP,Golang,swoole,es"
90,互联网/AI,后端开发,Python,高级逆向工程师,广州·天河区·石牌,数说故事,"Python,Golang,Kafka,Flask"
91,互联网/AI,后端开发,Python,软件工程师,广州·增城区·永和,广州前沿信息系统,"Python,Java,C#,Nginx,PostgreSQL"
92,互联网/AI,后端开发,Python,少儿编程老师,广州·天河区·跑马场,天恩华创,"Python,C/C++,计算机相关专业,图形化编程,乐高机器人教师,少儿编程教师"
93,互联网/AI,后端开发,Python,Python后端开发工程师,广州·海珠区·琶洲,DATATOM,"SQL,服务器配置,Flask,GIT,Redis"
94,互联网/AI,后端开发,Python,Python,广州·番禺区·南村,海大集团,"容器技术,Redis,PostgreSQL,Linux"
95,互联网/AI,后端开发,Python,交互装置开发工程师,广州·海珠区·赤岗,比利奥科技,"Python,Django,Arduino"
96,互联网/AI,后端开发,Python,量化开发工程师,广州·天河区·珠江新城,阿巴马资管|私募基金,"Python,C++,Nginx,MySQL,Linux开发/部署经验,量化交易开发经验,不限"
97,互联网/AI,后端开发,Python,少儿编程老师(Python/java)/五险一金,广州·黄埔区·大沙,广州童程童美,"爬虫,Python,Java,C/C++"
98,互联网/AI,后端开发,Python,python开发工程师（华为OD-全国）,广州·天河区·天河北,华为技术有限公司,"后端,Python,计算机相关专业"
99,互联网/AI,后端开发,Python,python大数据开发工程师,广州·越秀区·环市东,中科捷信,"SQL,分布式技术,NoSQL,MongoDB,PostgreSQL,MySQL,Oracle"
100,互联网/AI,后端开发,Python,大模型研发工程师,广州·黄埔区·科学城,新赫信息科技,"Python,计算机相关专业,爬虫经验,大语言模型,LLM,NLP"
101,互联网/AI,后端开发,Python,高级python开发工程师,广州·海珠区·南洲,米柚科技,"后端,Python,计算机相关专业,服务端开发经验"
102,互联网/AI,后端开发,Python,Python后端实习岗,广州·番禺区·大学城,立云科技,"Python,后端开发,django"
103,互联网/AI,后端开发,Python,python开发工程师,广州·天河区·天平架,广州美静,"后端,Python,计算机相关专业"
104,互联网/AI,后端开发,Python,软件开发实习生,广州·海珠区·琶洲,星河智联,开发经验
105,互联网/AI,后端开发,Python,python后台开发工程师,广州·番禺区·大学城,探迹,"Python,Kafka,Nginx,MySQL,Redis,MongoDB,架构设计经验,Linux开发/部署经验,分布式经验,python,nacos"
106,互联网/AI,后端开发,Python,后端开发工程师,广州·黄埔区·中心城,赛灵力,"服务器配置,容器技术,消息队列,架构师,Django,Flask,Tornado,NoSQL"
107,互联网/AI,后端开发,Python,初级python开发工程师,广州·番禺区·市桥,广州彗华智能科技,"Python,Flask,Nginx,Selenium,MySQL,Redis,运维开发经验"
108,互联网/AI,后端开发,Python,AI工程研发工程师,广州·越秀区·区庄,致远慧图,"Python,人工智能,机器学习,AI工程研发"
109,互联网/AI,后端开发,Python,兼职人工智能--课程视频兼职讲师,广州·海珠区·客村,亮鱼教育,"Python,python爬虫,机器学习"
110,互联网/AI,后端开发,Python,OpenStack开发工程师,广州·天河区·棠下,久尺网络科技有限公司,"虚拟机技术,分布式技术,vdi,ceph,OpenStack,KVM,Libvirt,QEMU"
111,互联网/AI,后端开发,Python,软件开发工程师,广州·南沙区·黄阁,易而达,"Python,C/C++,Shell"
112,互联网/AI,后端开发,Python,游戏服务端开发工程师,广州,多益网络,"后端,爬虫,Python,C/C++,MySQL,计算机相关专业"
113,互联网/AI,后端开发,Python,上市公司+五险一金+双休+RPA工程师,广州·黄埔区·科学城,广州金财数字服务,"有前端经验/技能,Python,Selenium,MySQL,爬虫经验,架构设计经验,机器学习经验,JS逆向,Web逆向"
114,互联网/AI,后端开发,Python,中级python后端开发工程师,广州·海珠区·江南大道,从简智能科技,"Python,Golang,Django,Flask,Pandas,MySQL,Redis"
115,互联网/AI,后端开发,Python,运维开发工程师,广州·天河区·燕岭,华广软件,Python
116,互联网/AI,后端开发,Python,后端开发工程师,广州·番禺区·南村,皮皮电商科技,"Docker,MySQL,PHP,Redis,ffmpeg,有前端经验/技能,chatgpt,opencv,Python"
117,互联网/AI,后端开发,Python,Python后端工程师,广州·天河区·珠江新城,广州华安,"数据结构,Python后端"
118,互联网/AI,后端开发,Python,后端开发（C++/python/golang）-北广深,广州·海珠区·官洲,文远知行,
119,互联网/AI,后端开发,Python,中级python开发工程师,广州,银河在线,"爬虫,数据开发,运维开发,Python,Java,MySQL,计算机相关专业,爬虫经验"
120,互联网/AI,后端开发,C#,初级WPF开发,广州·番禺区·大石,稻禾科技,"MVC开发,WPF,MVVM"
121,互联网/AI,后端开发,C#,C#软件开发工程师,广州·白云区·嘉禾,优猪猪网络,"C#,ASP.NET,C++,计算机相关专业,C#开发经验,.NET开发经验,视力残疾,肢体残疾,轻度/中度视力残疾,下肢残疾,.net"
122,互联网/AI,后端开发,C#,开发工程师,广州·天河区·棠下,卓尔信息,"SQL Server,C++,SQL,初级软件工程师,软件工程师,Windows"
123,互联网/AI,后端开发,C#,软件工程师,广州·番禺区·石基,鸿彩,C++
124,互联网/AI,后端开发,C#,C#,广州·天河区·东圃,神盾,".NET,C#,Android"
125,互联网/AI,后端开发,C#,国际机票软件工程师（c#）,广州,喜玩,"C#,ASP.NET,C#开发经验,.NET开发经验,机票"
126,互联网/AI,后端开发,C#,C#软件工程师,广州·花都区·狮岭,擎天,"C++,SQL,后端开发,服务器端开发,网络协议,SQL Server,Oracle,软件工程师"
127,互联网/AI,后端开发,C#,软件工程师,广州·越秀区·环市东,中浩控制,"SQL,.NET,Oracle,WPF,SQL Server,软件工程师"
128,互联网/AI,后端开发,C#,C#中级工程师,广州·黄埔区·开发东区,赛志科技,"C#,C#开发经验,.NET开发经验,Winform"
129,互联网/AI,后端开发,C#,Unity游戏客户端开发工程师,广州·天河区·车陂,德力兄弟科技有限公司,"C#,计算机相关专业,C#开发经验,unity"
130,互联网/AI,后端开发,C#,C#软件工程师,广州·南沙区·南沙区府,纽控数控,"C#,MVVM,Winform"
131,互联网/AI,后端开发,C#,C/C++/C#开发工程师,广州·天河区·五山,昊鹿信息科技,"C/C++,Python,SQL,软件工程师"
132,互联网/AI,后端开发,C#,软件开发工程师,广州·天河区·车陂,畅远科技,"SQL,.NET,网络协议,分布式技术,Oracle,架构师,网络安全"
133,互联网/AI,后端开发,C#,ASP.NET(C#)开发工程师,广州·海珠区·赤岗,芝麻加油,"Winform,ASP.NET,MySQL"
134,互联网/AI,后端开发,C#,.Net中级工程师,广州·天河区·天河北,广州众诚,"SQL,.NET,ASP.NET,MySQL"
135,互联网/AI,后端开发,C#,C#后端开发,广州·天河区·车陂,广州比优科技有限公司,"C#,C#开发经验"
136,互联网/AI,后端开发,C#,实习开发工程师,广州·黄埔区·大沙,智汇浏览器,"C#,C#开发经验,ADO.NET,ASP.NET,.NET开发经验"
137,互联网/AI,后端开发,C#,C#开发工程师-广州,广州·白云区·人和,凯荣信通,"CSS,SQL,MVC开发,多线程,ASP.NET,WCF,Framework,Oracle"
138,互联网/AI,后端开发,C#,桌面软件开发,广州·白云区·白云大道北,讯歌智云,"C#,C++,Java"
139,互联网/AI,后端开发,C#,.Net MAUI开发工程师,广州·天河区·东圃,广州美央创新科技,"C#,.NET开发经验,中大型项目开发经验,计算机相关专业"
140,互联网/AI,后端开发,C#,软件开发工程师,广州·黄埔区·万达广场,兴森科技,"C#,MySQL,SQL Server,C#开发经验,计算机相关专业"
141,互联网/AI,后端开发,C#,.net 程序员,广州·天河区·珠江新城,优托邦UTOPA,C#
142,互联网/AI,后端开发,C#,C#软件工程师,广州·增城区·石滩镇,易典智能,"SQL,.NET,客户端开发,后端开发,Socket技术,数据结构,分布式技术,软件工程师"
143,互联网/AI,后端开发,C#,C#开发人员,广州·增城区·凤凰城,硕胜科技,"CSS,JavaScript,.NET,MVC开发,ASP.NET,C++"
144,互联网/AI,后端开发,C#,c#游戏服务端开发,广州·天河区·车陂,云港,"C#,数据库,后端开发"
145,互联网/AI,后端开发,C#,上位机软件开发工程师,广州·黄埔区·大沙,大库工业自动化企业,"C#,MySQL,SQL Server,计算机相关专业,C#开发经验,Intouch,SCADA,上位机"
146,互联网/AI,后端开发,C#,上位机开发工程师,广州·黄埔区·科学城,猿始数据,"C#,C#开发经验,.NET开发经验,计算机相关专业"
147,互联网/AI,后端开发,C#,上位机软件工程师,广州·白云区·黄边,信德达,"C++,VB"
148,互联网/AI,后端开发,C#,软件工程师,广州·海珠区·官洲,广州利德健康科技,"C#,C++,SQL Server,计算机相关专业,C#开发经验,中大型项目开发经验,生物医疗,生命科学仪器,生物制药装备"
149,互联网/AI,后端开发,C#,C#软件工程师,广州·黄埔区·科学城,深圳云点云桌面,"C#,C++,Windows,Linux,QT,Socket技术,嵌入式技术,Visual Studio"
150,互联网/AI,后端开发,.NET,.Net开发,广州·天河区·石牌,博彦科技,".NET,C#,.NET开发经验,AWS"
151,互联网/AI,后端开发,.NET,.Net高级开发工程师,广州·黄埔区·鱼珠,深圳网新新思,".NET,.NET Core,Vue/React/Angular,计算机相关专业,.NET开发经验,CRM系统开发经验"
152,互联网/AI,后端开发,.NET,C#,广州·天河区·时尚天河,信必优Symbio,".NET Core,.NET,MySQL/SQL Server/Oracle,.NET开发经验,C#,Dynamic 365,Winform"
153,互联网/AI,后端开发,.NET,net软件开发学徒工,广州·番禺区·石楼,汇软信息公司,".NET,Java,MySQL/SQL Server/Oracle,计算机相关专业,.NET开发经验,前端开发经验"
154,互联网/AI,后端开发,.NET,.NET或C#开发工程师（广州）,广州·白云区·元岗,尚医云,"Oracle,C#,分布式技术,中级软件工程师,Windows,WCF,WPF,高级软件工程师"
155,互联网/AI,后端开发,.NET,.net高级工程师,广州·番禺区·祈福,广州浩汉智能科技,".NET,.NET Core,Vue/React/Angular"
156,互联网/AI,后端开发,.NET,.Net软件工程师,广州·黄埔区·大沙,钱璟康复,".NET,.NET开发经验,计算机相关专业"
157,互联网/AI,后端开发,.NET,.net开发工程师,广州·天河区·天河公园,金博软件,"C#,ERP系统开发经验,.NET,.NET开发经验,MySQL/SQL Server/Oracle,Oracle,SQL"
158,互联网/AI,后端开发,.NET,.net 开发工程师,广州·黄埔区·大沙,高谊,"C#,SQL,微服务架构,容器技术,MySQL,SQL Server,.NET MVC,.NET Core"
159,互联网/AI,后端开发,.NET,高级开发工程师（.Net）,广州·海珠区·昌岗,软盛科技,".NET,管理经验,粤语流利,英文读写"
160,互联网/AI,后端开发,.NET,.NET软件工程师,广州,云格服饰,"C#,HTML,SQL,MVC开发,ASP.NET"
161,互联网/AI,后端开发,.NET,net开发工程师,广州·海珠区·琶洲,广州澜东科技有限...,"计算机相关专业,.NET开发经验,ERP系统开发经验,C#,EF,MySQL,ASP.NET,HTML,MVC开发,SQL Server"
162,互联网/AI,后端开发,.NET,.net软件开发工程师,广州·天河区·珠江新城,Qualicom,".NET开发经验,.NET Core,MySQL/SQL Server/Oracle,C#"
163,互联网/AI,后端开发,.NET,net开发工程师,广州·越秀区·东风东,广州欧肯信息科技,".NET,.NET Core,JavaScript/TypeScript"
164,互联网/AI,后端开发,.NET,高级软件开发工程师 （管理方向）,广州·海珠区·琶洲,V-Trust,".NET,HTML,CSS,.NET开发经验"
165,互联网/AI,后端开发,.NET,.Net软件工程师,广州·黄埔区·科学城,广州市三好计算机科技,"C#,.NET开发经验,.NET,全栈,计算机相关专业,后端开发,.NET Core"
166,互联网/AI,后端开发,.NET,.net开发工程师,广州·黄埔区·南岗,国信技术,".NET,.NET Core,C#"
167,互联网/AI,后端开发,.NET,.NET开发工程师（中级）,广州·越秀区·黄花岗,鸿亿防伪,".NET,.NET Core,MySQL/SQL Server/Oracle,计算机相关专业,.NET开发经验,ERP系统开发经验,Redis,RabbitMq,WMS仓储开发"
168,互联网/AI,后端开发,.NET,.NET,广州·南沙区·黄阁,力得技术,"C#,ERP系统开发经验,架构经验,架构师,.NET开发经验,.NET,MES,计算机相关专业,.NET Core"
169,互联网/AI,后端开发,.NET,.Net 高级工程师,广州·番禺区·东环,油菜花,"C#,SQL,分布式技术,微服务架构,Redis,.NET Core,多线程,消息队列"
170,互联网/AI,后端开发,.NET,.net开发（香港项目+英语流利）,广州·天河区·珠江新城,中软国际,".NET,.NET Core,.NET开发经验,英语流利"
171,互联网/AI,后端开发,.NET,.NET开发工程师,广州·黄埔区·大沙,旭诚科技,"后端开发,B/S,.NET"
172,互联网/AI,后端开发,.NET,.Net后端开发工程师,广州·海珠区·新港西路沿线,爱迅,".NET,后端开发,C#,ERP"
173,互联网/AI,后端开发,.NET,.NET开发组长/高级开发工程师,广州·天河区·五山,时为科技,"C#,Web前端,.NET开发经验,.NET,计算机相关专业,.NET Core"
174,互联网/AI,后端开发,.NET,.NET开发工程师,广州·天河区·东圃,广州无忧易售网络信息,".NET,C#,MySQL/SQL Server/Oracle,.NET开发经验,计算机相关专业,ERP系统开发经验"
175,互联网/AI,后端开发,.NET,.NET初级开发工程师,广州,恒康科技,"SQL,ASP.NET,Oracle,MySQL,C#,.NET MVC,Socket技术"
176,互联网/AI,后端开发,.NET,C#,广州·番禺区·长隆,卓越信息技术,"C#,ERP,软件工程师,SQL Server,Windows,Oracle"
177,互联网/AI,后端开发,.NET,.NET开发工程师（高并发高可用）,广州·天河区·棠下,华强方特,".NET,.NET Core,计算机相关专业,.NET开发经验"
178,互联网/AI,后端开发,.NET,.NET开发工程师,广州·花都区·新区,国光电器,"MySQL/SQL Server/Oracle,Vue/React/Angular,.NET"
179,互联网/AI,后端开发,.NET,初中级.net开发工程师,广州·海珠区·工业大道,广东紫云,".NET,.NET Core,微服务"
180,互联网/AI,后端开发,Golang,go后端开发工程师,广州·天河区·棠下,返利科技,"Golang,Golang服务端开发经验,k8s,vue"
181,互联网/AI,后端开发,Golang,资深后端开发工程师-飞书人力套件,广州·海珠区·琶洲,今日头条,"Java,微服务架构,架构师,后端开发,Python"
182,互联网/AI,后端开发,Golang,Golang,广州·番禺区·大学城,中算超智,"Golang,Java,PHP"
